Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
18 DEC 2025,AARTIIND,EQ,AARTI INDUSTRIES LTD     ,Listed    ,18 DEC 2025,               5.00,         362593869,            364.20,   132056687089.80  
18 DEC 2025,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED ,Listed    ,18 DEC 2025,               5.00,          90641224,            727.50,    65941490460.00
18 DEC 2025,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,Listed    ,18 DEC 2025,              10.00,           8458495,            398.00,     3366481010.00 
18 DEC 2025,AARVI,EQ,AARVI ENCON LIMITED      ,Listed    ,18 DEC 2025,              10.00,          14810700,            122.30,     1811200503.00     
18 DEC 2025,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,Listed    ,18 DEC 2025,               5.00,          22600000,             24.20,      546920000.00    
18 DEC 2025,AAVAS,EQ,AAVAS FINANCIERS LIMITED ,Listed    ,18 DEC 2025,              10.00,          79161353,           1455.70,   115235181562.10     
18 DEC 2025,ABAN,BE,ABAN OFFSHORE LTD.       ,Listed    ,18 DEC 2025,               2.00,          58365323,             24.80,     1448627316.85      
18 DEC 2025,ABB,EQ,ABB INDIA LIMITED        ,Listed    ,18 DEC 2025,               2.00,         211908375,           5097.50,  1080202941562.50       
18 DEC 2025,ABBOTINDIA,EQ,ABBOTT INDIA LIMITED     ,Permitted ,18 DEC 2025,              10.00,          21249302,          27980.00,   594555469960.00
18 DEC 2025,ABCAPITAL,EQ,ADITYA BIRLA CAPITAL LTD.,Listed    ,18 DEC 2025,              10.00,        2612436210,            344.25,   899331165292.50 
18 DEC 2025,ABCOTS,EQ,A B COTSPIN INDIA LIMITED,Listed    ,18 DEC 2025,              10.00,          21963620,            412.95,     9069876879.00    
18 DEC 2025,ABDL,EQ,ALLIED BLEND N DISTILS L ,Listed    ,18 DEC 2025,               2.00,         279710151,            613.30,   171546235608.30      
18 DEC 2025,ABFRL,EQ,ADITYA BIRLA FASHION & RT,Listed    ,18 DEC 2025,              10.00,        1220266696,             75.40,    92032514212.30     
18 DEC 2025,ABHAPOWER,SM,ABHA POWER N STEEL LTD   ,Listed    ,17 DEC 2025,              10.00,          18587830,             34.95,      649644658.50 
18 DEC 2025,ABINFRA,EQ,A B INFRABUILD LIMITED   ,Listed    ,18 DEC 2025,               1.00,         638789360,             18.90,    12066731010.40   
18 DEC 2025,ABLBL,EQ,ADITYA BIRLA LIFES BRAN L,Listed    ,18 DEC 2025,              10.00,        1220294773,            122.55,   149522718535.70     
18 DEC 2025,ABMINTLLTD,EQ,ABM INTERNATIONAL LTD    ,Listed    ,18 DEC 2025,              10.00,           9408000,             41.60,      391184640.00
18 DEC 2025,ABNINT,IT,A B N INTERCORP LIMITED  ,Listed    ,Not Traded ,              10.00,            419532,            200.00,       83906400.00    
18 DEC 2025,ABREL,EQ,ADITYA BIRLA REAL EST LTD,Listed    ,18 DEC 2025,              10.00,         111695680,           1718.10,   191904347808.00     
18 DEC 2025,ABSLAMC,EQ,ADIT BIRL SUN LIF AMC LTD,Listed    ,18 DEC 2025,               5.00,         288658807,            784.40,   226423968210.80   
18 DEC 2025,ABSMARINE,SM,ABS MARINE SERVICES LTD  ,Listed    ,18 DEC 2025,              10.00,          24550000,            192.90,     4735695000.00 
18 DEC 2025,ACC,EQ,ACC LIMITED              ,Listed    ,18 DEC 2025,              10.00,         187787263,           1754.90,   329547867838.70       
18 DEC 2025,ACCELYA,EQ,ACCELYA SOLN INDIA LTD   ,Listed    ,18 DEC 2025,              10.00,          14926261,           1312.00,    19583254432.00   
18 DEC 2025,ACCENTMIC,SM,ACCENT MICROCELL LIMITED ,Listed    ,18 DEC 2025,              10.00,          23989020,            338.50,     8120283270.00 
18 DEC 2025,ACCORD,SM,ACCORD SYNERGY LIMITED   ,Listed    ,12 DEC 2025,              10.00,           3472000,             26.35,       91487200.00    
18 DEC 2025,ACCPL,ST,ACCRETION PHARMA LIMITED ,Listed    ,18 DEC 2025,              10.00,          11116000,             87.70,      974873200.00     
18 DEC 2025,ACCURACY,EQ,ACCURACY SHIPPING LIMITED,Listed    ,18 DEC 2025,               1.00,         150560000,              5.60,      841630400.00  
18 DEC 2025,ACE,EQ,ACTION CONST EQUIP LTD   ,Listed    ,18 DEC 2025,               2.00,         119083196,            925.20,   110175772939.20       
18 DEC 2025,ACEINTEG,EQ,ACE INTEGRATED SOLU. LTD.,Listed    ,18 DEC 2025,              10.00,          10200000,             21.80,      222462000.00  
18 DEC 2025,ACI,EQ,ARCHEAN CHEMICAL IND LTD ,Listed    ,18 DEC 2025,               2.00,         123427682,            501.75,    61929839443.50       
18 DEC 2025,ACL,EQ,ANDHRA CEMENTS LIMITED   ,Listed    ,18 DEC 2025,              10.00,          92172140,             69.95,     6449284635.80       
18 DEC 2025,ACMESOLAR,EQ,ACME SOLAR HOLDINGS LTD  ,Listed    ,18 DEC 2025,               2.00,         605087781,            232.80,   140852333661.20 
18 DEC 2025,ACTIVEINFR,SM,ACTIVE INFRASTRUCTURES L ,Listed    ,18 DEC 2025,               5.00,          15015016,            171.00,     2567567736.00
18 DEC 2025,ACUTAAS,EQ,ACUTAAS CHEMICALS LIMITED,Listed    ,18 DEC 2025,               5.00,          81868922,           1631.40,   133560959350.80   
18 DEC 2025,ADANIENSOL,EQ,ADANI ENERGY SOLUTION LTD,Listed    ,18 DEC 2025,              10.00,        1201282642,            976.30,  1172812243384.60
18 DEC 2025,ADANIENT,EQ,ADANI ENTERPRISES LIMITED,Listed    ,18 DEC 2025,               1.00,        1154180729,           2229.30,  2573015099159.70  
18 DEC 2025,ADANIGREEN,EQ,ADANI GREEN ENERGY LTD   ,Listed    ,18 DEC 2025,              10.00,        1622596235,           1011.00,  1640444793585.00
18 DEC 2025,ADANIPORTS,EQ,ADANI PORT & SEZ LTD     ,Listed    ,18 DEC 2025,               2.00,        2160138945,           1495.70,  3230919820036.50
18 DEC 2025,ADANIPOWER,EQ,ADANI POWER LTD          ,Listed    ,18 DEC 2025,               2.00,       19284694705,            141.30,  2724927361816.50
18 DEC 2025,ADFFOODS,EQ,ADF FOODS LIMITED        ,Listed    ,18 DEC 2025,               2.00,         109863595,            209.80,    23050480866.95  
18 DEC 2025,ADL,EQ,ARCHIDPLY DECOR LIMITED  ,Listed    ,18 DEC 2025,              10.00,           5566250,             79.45,      442127237.50       
18 DEC 2025,ADOR,EQ,ADOR WELDING LTD         ,Listed    ,18 DEC 2025,              10.00,          17402815,           1048.90,    18253812653.50      
18 DEC 2025,ADROITINFO,EQ,ADROIT INFOTECH LIMITED  ,Listed    ,18 DEC 2025,              10.00,          54177208,             10.00,      541772080.00
18 DEC 2025,ADSL,EQ,ALLIED DIGITAL SERV. LTD ,Listed    ,18 DEC 2025,               5.00,          56427803,            152.00,     8578154612.05      
18 DEC 2025,ADVANCE,EQ,ADVANCE AGROLIFE LIMITED ,Listed    ,18 DEC 2025,              10.00,          64285720,            117.30,     7541357813.20   
18 DEC 2025,ADVANIHOTR,EQ,ADVANI HOT.& RES.(I) LTD ,Listed    ,18 DEC 2025,               2.00,          92438500,             56.35,     5207985090.00
18 DEC 2025,ADVENTHTL,EQ,ADVENT HOTELS INTERNATI L,Listed    ,18 DEC 2025,              10.00,          53942887,            211.35,    11400289738.60 
18 DEC 2025,ADVENZYMES,EQ,ADVANCED ENZYME TECH LTD ,Listed    ,18 DEC 2025,               2.00,         111881150,            303.90,    34000681485.00
18 DEC 2025,AEGISLOG,EQ,AEGIS LOGISTICS LIMITED  ,Listed    ,18 DEC 2025,               1.00,         351000000,            729.70,   256124700000.00  
18 DEC 2025,AEGISVOPAK,EQ,AEGIS VOPAK TERMINALS LTD,Listed    ,18 DEC 2025,              10.00,        1107991489,            260.65,   288797981607.85
18 DEC 2025,AEQUS,EQ,AEQUS LIMITED            ,Listed    ,18 DEC 2025,              10.00,         670665635,            151.20,   101418057324.70     
18 DEC 2025,AEROFLEX,EQ,AEROFLEX INDUSTRIES LTD  ,Listed    ,18 DEC 2025,               2.00,         129320370,            177.30,    22929794804.70  
18 DEC 2025,AERON,SM,AERON COMPOSITE LIMITED  ,Listed    ,18 DEC 2025,              10.00,          17020000,             96.05,     1634771000.00     
18 DEC 2025,AESTHETIK,SM,AESTHETIK ENGINEERS LTD  ,Listed    ,18 DEC 2025,              10.00,          17220175,             96.75,     1666051931.25 
18 DEC 2025,AETHER,EQ,AETHER INDUSTRIES LIMITED,Listed    ,18 DEC 2025,              10.00,         132590241,            843.55,   111846497795.55    
18 DEC 2025,AFCONS,EQ,AFCONS INFRASTRUCTURE LTD,Listed    ,18 DEC 2025,              10.00,         367784631,            379.45,   139555878232.95    
18 DEC 2025,AFFLE,EQ,AFFLE 3I LIMITED         ,Listed    ,18 DEC 2025,               2.00,         140640216,           1674.10,   235445785605.60     
18 DEC 2025,AFFORDABLE,EQ,AFFORD ROBO & AUTO LTD   ,Listed    ,18 DEC 2025,              10.00,          11246266,            194.65,     2189310602.20
18 DEC 2025,AFIL,EQ,AKME FINTRADE (INDIA) LTD,Listed    ,18 DEC 2025,               1.00,         426749960,              6.70,     2850689732.80      
18 DEC 2025,AFSL,EQ,ABANS FINANCIAL SRVCS LTD,Listed    ,18 DEC 2025,               2.00,          50610040,            204.90,    10368984995.20      
18 DEC 2025,AGARIND,EQ,AGARWAL INDS CORP LTD.   ,Listed    ,18 DEC 2025,              10.00,          14957789,            714.30,    10684348682.70   
18 DEC 2025,AGARWALEYE,EQ,DR AGARWALS HEALTH CARE L,Listed    ,18 DEC 2025,               1.00,         316158357,            497.10,   157162319264.70
18 DEC 2025,AGARWALFT,SM,AGARWAL FLOAT GLASS I LTD,Listed    ,17 DEC 2025,              10.00,           7243488,             40.05,      290101694.40 
18 DEC 2025,AGARWALTUF,SM,AGARWAL TOUGH GLASS IND L,Listed    ,18 DEC 2025,              10.00,          17674600,            117.60,     2078532960.00
18 DEC 2025,AGI,EQ,AGI GREENPAC LIMITED     ,Listed    ,18 DEC 2025,               2.00,          64697381,            715.70,    46303915581.70       
18 DEC 2025,AGIIL,EQ,AGI INFRA LIMITED        ,Listed    ,18 DEC 2025,               1.00,         122167200,            260.70,    31848989040.00     
18 DEC 2025,AGNI,SM,AGNI GREEN POWER LTD     ,Listed    ,18 DEC 2025,              10.00,          19534800,             24.85,      485439780.00      
18 DEC 2025,AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,Listed    ,18 DEC 2025,              10.00,           5940000,            167.40,      994474800.00  
18 DEC 2025,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED  ,Listed    ,18 DEC 2025,              10.00,          20274115,             37.60,      762712206.30  
18 DEC 2025,AGSTRA,BZ,AGS TRANSACT TECH LTD    ,Listed    ,18 DEC 2025,              10.00,         128433076,              4.10,      529144273.10    
18 DEC 2025,AGUL,SM,A G UNIVERSAL LIMITED    ,Listed    ,17 DEC 2025,              10.00,           5484000,             61.60,      337814400.00      
18 DEC 2025,AHCL,BE,ANLON HEALTHCARE LIMITED ,Listed    ,18 DEC 2025,              10.00,          53151500,            134.05,     7125490090.00      
18 DEC 2025,AHIMSA,ST,AHIMSA INDUSTRIES LTD.   ,Listed    ,05 DEC 2025,              10.00,           5473990,             25.00,      136849750.00    
18 DEC 2025,AHLADA,EQ,AHLADA ENGINEERS LIMITED ,Listed    ,18 DEC 2025,              10.00,          12921000,             48.65,      628735860.00    
18 DEC 2025,AHLEAST,EQ,ASIAN HOTELS (EAST) LTD  ,Listed    ,18 DEC 2025,              10.00,          17291696,            132.75,     2295472644.00   
18 DEC 2025,AHLUCONT,EQ,AHLUWALIA CONT IND LTD   ,Listed    ,18 DEC 2025,               2.00,          66987560,            952.85,    63829096546.00  
18 DEC 2025,AIAENG,EQ,AIA ENGINEERING LIMITED  ,Listed    ,18 DEC 2025,               2.00,          93320370,           3800.30,   354645402111.00    
18 DEC 2025,AIIL,EQ,AUTHUM INVEST & INFRA LTD,Listed    ,18 DEC 2025,               1.00,         169845100,           2702.20,   458955429220.00      
18 DEC 2025,AILIMITED,SM,ABHISHEK INTEGRATIONS LTD,Listed    ,17 DEC 2025,              10.00,           6021570,             40.00,      240862800.00 
18 DEC 2025,AIMTRON,ST,AIMTRON ELECTRONICS LTD  ,Listed    ,18 DEC 2025,              10.00,          20413825,            796.00,    16249404700.00   
18 DEC 2025,AIRAN,EQ,AIRAN LIMITED            ,Listed    ,18 DEC 2025,               2.00,         125020000,             17.40,     2172847600.00     
18 DEC 2025,AIROLAM,EQ,AIRO LAM LIMITED         ,Listed    ,18 DEC 2025,              10.00,          15002000,            103.55,     1553457100.00   
18 DEC 2025,AISL,SM,ANI INTEGRATED SERV LTD. ,Listed    ,18 DEC 2025,              10.00,          10352200,             80.00,      828176000.00      
18 DEC 2025,AJANTPHARM,EQ,AJANTA PHARMA LIMITED    ,Listed    ,18 DEC 2025,               2.00,         124935624,           2600.30,   324870103087.20
18 DEC 2025,AJAXENGG,EQ,AJAX ENGINEERING LIMITED ,Listed    ,18 DEC 2025,               1.00,         114406800,            589.30,    67419927240.00  
18 DEC 2025,AJMERA,EQ,AJMERA REALTY & INF I LTD,Listed    ,18 DEC 2025,              10.00,          39359130,            904.20,    35588525346.00    
18 DEC 2025,AJOONI,EQ,AJOONI BIOTECH LIMITED   ,Listed    ,18 DEC 2025,               2.00,         172243598,              4.20,      723423111.60    
18 DEC 2025,AKANKSHA,SM,AKANKSHA POWER N INFRA L ,Listed    ,18 DEC 2025,              10.00,          19580520,             70.20,     1374552504.00  
18 DEC 2025,AKASH,EQ,AKASH INFRA-PROJECTS LTD ,Listed    ,18 DEC 2025,              10.00,          16862534,             25.70,      433367123.80     
18 DEC 2025,AKG,EQ,AKG EXIM LIMITED         ,Listed    ,18 DEC 2025,              10.00,          31776576,             12.55,      398478263.05       
18 DEC 2025,AKI,EQ,AKI INDIA LIMITED        ,Listed    ,18 DEC 2025,               2.00,         103205956,              7.05,      729666108.90       
18 DEC 2025,AKIKO,ST,AKIKO GLOBAL SERVICES L  ,Listed    ,18 DEC 2025,              10.00,          10769600,            269.50,     2902407200.00     
18 DEC 2025,AKSHAR,EQ,AKSHAR SPINTEX LIMITED   ,Listed    ,18 DEC 2025,               1.00,         787468500,              0.55,      417358305.00    
18 DEC 2025,AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED ,Listed    ,18 DEC 2025,              10.00,           8033099,            251.40,     2019521088.60
18 DEC 2025,AKSHOPTFBR,EQ,AKSH OPTIFIBRE LIMITED   ,Listed    ,18 DEC 2025,               5.00,         162697971,              6.55,     1062417750.65
18 DEC 2025,AKUMS,EQ,AKUMS DRUGS AND PHARMA L ,Listed    ,18 DEC 2025,               2.00,         157393988,            422.05,    66428132635.40     
18 DEC 2025,AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED ,Listed    ,18 DEC 2025,              10.00,          45540314,           3112.10,   141726011199.40 
18 DEC 2025,ALANKIT,EQ,ALANKIT LIMITED          ,Listed    ,18 DEC 2025,               1.00,         271158100,             10.55,     2858006374.00   
18 DEC 2025,ALBERTDAVD,EQ,ALBERT DAVID LIMITED     ,Listed    ,18 DEC 2025,              10.00,           5707162,            746.55,     4260681791.10
18 DEC 2025,ALCODIS,SM,ALCOKRAFT DISTILLERIE LTD,Listed    ,18 DEC 2025,              10.00,          10250000,            106.00,     1086500000.00   
18 DEC 2025,ALEMBICLTD,EQ,ALEMBIC LIMITED          ,Listed    ,18 DEC 2025,               2.00,         256781828,             99.95,    25665343708.60
18 DEC 2025,ALICON,EQ,ALICON CASTALLOY LIMITED ,Listed    ,18 DEC 2025,               5.00,          16336840,            816.45,    13338213018.00    
18 DEC 2025,ALIVUS,EQ,ALIVUS LIFE SCIENCES LTD ,Listed    ,18 DEC 2025,               2.00,         122681348,            899.90,   110400945065.20    
18 DEC 2025,ALKALI,EQ,ALKALI METALS LTD        ,Listed    ,18 DEC 2025,              10.00,          10182506,             78.70,      801566872.30    
18 DEC 2025,ALKEM,EQ,ALKEM LABORATORIES LTD.  ,Listed    ,18 DEC 2025,               2.00,         119565000,           5521.00,   660118365000.00     
18 DEC 2025,ALKYLAMINE,EQ,ALKYL AMINES CHEM. LTD   ,Listed    ,18 DEC 2025,               2.00,          51140441,           1567.40,    80157527223.40
18 DEC 2025,ALLCARGO,EQ,ALLCARGO LOGISTICS LTD   ,Listed    ,18 DEC 2025,               2.00,         982782096,             10.85,    10653357920.65  
18 DEC 2025,ALLDIGI,EQ,ALLDIGI TECH LIMITED     ,Listed    ,18 DEC 2025,              10.00,          15238326,            828.70,    12628000756.20   
18 DEC 2025,ALLETEC,SM,ALL E TECHNOLOGIES LTD   ,Listed    ,18 DEC 2025,              10.00,          20194176,            206.20,     4164039091.20   
18 DEC 2025,ALLTIME,EQ,ALL TIME PLASTICS LIMITED,Listed    ,18 DEC 2025,               2.00,          65507778,            257.80,    16887905168.40   
18 DEC 2025,ALMONDZ,EQ,ALMONDZ GLOBAL SEC LTD   ,Listed    ,18 DEC 2025,               1.00,         173646754,             14.75,     2559553153.95   
18 DEC 2025,ALOKINDS,EQ,ALOK INDUSTRIES LIMITED  ,Listed    ,18 DEC 2025,               1.00,        4965240401,             15.65,    77805317083.65  
18 DEC 2025,ALPA,EQ,ALPA LABORATORIES LTD    ,Listed    ,18 DEC 2025,              10.00,          21040600,             76.45,     1608553870.00      
18 DEC 2025,ALPEXSOLAR,SM,ALPEX SOLAR LIMITED      ,Listed    ,18 DEC 2025,              10.00,          24473400,            809.10,    19801427940.00
18 DEC 2025,ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED ,Listed    ,18 DEC 2025,              10.00,           6364767,            214.00,     1362060138.00  
18 DEC 2025,ALPSINDUS,BE,ALPS INDUSTRIES LTD.     ,Listed    ,18 DEC 2025,              10.00,          39114100,              3.45,      135725927.00 
18 DEC 2025,ALUWIND,SM,ALUWIND INFRA-TECH LTD   ,Listed    ,18 DEC 2025,              10.00,          24847420,             72.00,     1789014240.00   
18 DEC 2025,AMANTA,EQ,AMANTA HEALTHCARE LIMITED,Listed    ,18 DEC 2025,              10.00,          38829351,            109.00,     4232010965.50    
18 DEC 2025,AMBANIORGO,SM,AMBANI ORGOCHEM LIMITED  ,Listed    ,15 DEC 2025,              10.00,           7658659,            105.00,      804159195.00
18 DEC 2025,AMBER,EQ,AMBER ENTERPRISES (I) LTD,Listed    ,18 DEC 2025,              10.00,          35148942,           6585.50,   231473357541.00     
18 DEC 2025,AMBEY,SM,AMBEY LABORATORIES LTD   ,Listed    ,18 DEC 2025,              10.00,          24946819,             39.50,      985399350.50     
18 DEC 2025,AMBICAAGAR,EQ,AMBICA AGAR & AROMAINDLTD,Listed    ,18 DEC 2025,              10.00,          17177400,             25.15,      432183384.00
18 DEC 2025,AMBIKCO,EQ,AMBIKA COTTON MILL LTD.  ,Listed    ,18 DEC 2025,              10.00,           5725000,           1266.50,     7250712500.00   
18 DEC 2025,AMBUJACEM,EQ,AMBUJA CEMENTS LTD       ,Listed    ,18 DEC 2025,               2.00,        2471823478,            535.80,  1324403019512.40 
18 DEC 2025,AMCL,ST,ANB METAL CAST LIMITED   ,Listed    ,18 DEC 2025,              10.00,          11834780,            355.00,     4201346900.00      
18 DEC 2025,AMDIND,EQ,AMD INDUSTRIES LIMITED   ,Listed    ,18 DEC 2025,              10.00,          19166749,             48.80,      935145683.70    
18 DEC 2025,AMEYA,SM,AMEYA PRECISION ENG LTD  ,Listed    ,18 DEC 2025,              10.00,           7500000,             99.70,      747750000.00     
18 DEC 2025,AMIABLE,SM,AMIABLE LOGISTICS (I) LTD,Listed    ,18 DEC 2025,              10.00,           1748200,             80.95,      141516790.00   
18 DEC 2025,AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,Listed    ,18 DEC 2025,               2.00,          41000000,             52.05,     2134870000.00   
18 DEC 2025,AMJUMBO,SM,A AND M JUMBO BAGS LTD   ,Listed    ,18 DEC 2025,              10.00,          10500000,              8.30,       87150000.00   
18 DEC 2025,AMNPLST,EQ,AMINES & PLASTICIZERS LTD,Listed    ,18 DEC 2025,               2.00,          55020000,            207.10,    11395742400.00   
18 DEC 2025,AMRUTANJAN,EQ,AMRUTAJAN HEALTH LTD     ,Listed    ,18 DEC 2025,               1.00,          28910630,            696.95,    20149263578.50
18 DEC 2025,ANANDRATHI,EQ,ANAND RATHI WEALTH LTD   ,Listed    ,18 DEC 2025,               5.00,          83020634,           2990.40,   248264903913.60
18 DEC 2025,ANANTAM,IV,ANANTAM HIGHWAYS TRUST   ,Listed    ,18 DEC 2025,             100.00,         217500000,            103.55,    22524300000.00   
18 DEC 2025,ANANTRAJ,EQ,ANANT RAJ LIMITED        ,Listed    ,18 DEC 2025,               2.00,         343260616,            531.60,   182477343465.60  
18 DEC 2025,ANDHRAPAP,EQ,ANDHRA PAPER LIMITED     ,Listed    ,18 DEC 2025,               2.00,         198850195,             67.25,    13370687111.80 
18 DEC 2025,ANDHRSUGAR,EQ,ANDHRA SUGARS LTD        ,Listed    ,18 DEC 2025,               2.00,         135535390,             74.95,    10161088188.30
18 DEC 2025,ANGELONE,EQ,ANGEL ONE LIMITED        ,Listed    ,18 DEC 2025,              10.00,          90668586,           2479.10,   224776491552.60  
18 DEC 2025,ANIKINDS,EQ,ANIK INDUSTRIES LTD      ,Listed    ,18 DEC 2025,              10.00,          27753486,             52.25,     1449564573.80  
18 DEC 2025,ANKITMETAL,BZ,ANKIT MET & POW LTD      ,Listed    ,18 DEC 2025,              10.00,         141110500,              1.75,      245532270.00
18 DEC 2025,ANLON,SM,ANLON TECHNOLOGY SOL LTD ,Listed    ,18 DEC 2025,              10.00,           6255400,            403.75,     2525617750.00     
18 DEC 2025,ANMOL,EQ,ANMOL INDIA LIMITED      ,Listed    ,18 DEC 2025,              10.00,          56914150,             13.90,      791106685.00     
18 DEC 2025,ANNAPURNA,SM,ANNAPURNA SWADISHT LTD   ,Listed    ,18 DEC 2025,              10.00,          21820000,            216.25,     4718575000.00 
18 DEC 2025,ANONDITA,ST,ANONDITA MEDICARE LIMITED,Listed    ,18 DEC 2025,              10.00,          18086618,            734.40,    13282812259.20  
18 DEC 2025,ANSALAPI,BZ,ANSAL PROP & INFRA LTD   ,Listed    ,18 DEC 2025,               5.00,         157404876,              3.60,      565083504.85  
18 DEC 2025,ANTGRAPHIC,EQ,ANTARCTICA LTD           ,Listed    ,18 DEC 2025,               1.00,         155009600,              0.95,      144158928.00
18 DEC 2025,ANTHEM,EQ,ANTHEM BIOSCIENCES LTD   ,Listed    ,18 DEC 2025,               2.00,         561610051,            668.95,   375689043616.45    
18 DEC 2025,ANUHPHR,EQ,ANUH PHARMA LIMITED      ,Listed    ,18 DEC 2025,               5.00,         100224000,             77.35,     7753328640.00   
18 DEC 2025,ANUP,EQ,THE ANUP ENGINEERING LTD ,Listed    ,18 DEC 2025,              10.00,          20026466,           2154.10,    43139010410.60      
18 DEC 2025,ANURAS,EQ,ANUPAM RASAYAN INDIA LTD ,Listed    ,18 DEC 2025,              10.00,         113848310,           1320.30,   150313923693.00    
18 DEC 2025,ANYA,SM,ANYA POLYTECH & FERTI LTD,Listed    ,18 DEC 2025,               2.00,         120000000,             20.90,     2508000000.00      
18 DEC 2025,ANZEN,IV,ANZEN IND ENE YLD PLU TRU,Listed    ,18 DEC 2025,             100.00,         196193900,            117.25,    23003734775.00     
18 DEC 2025,APARINDS,EQ,APAR INDUSTRIES LTD.     ,Listed    ,18 DEC 2025,              10.00,          40168315,           8608.50,   345788939677.50  
18 DEC 2025,APCL,EQ,ANJANI PORTLAND CEM LTD  ,Listed    ,18 DEC 2025,              10.00,          29374764,            120.05,     3525852922.90      
18 DEC 2025,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITE,Listed    ,18 DEC 2025,               2.00,          51844960,            368.15,    19086722024.00
18 DEC 2025,APEX,EQ,APEX FROZEN FOODS LIMITED,Listed    ,18 DEC 2025,              10.00,          31250000,            287.95,     8998437500.00      
18 DEC 2025,APEXECO,SM,APEX ECOTECH LIMITED     ,Listed    ,18 DEC 2025,              10.00,          13185200,            131.75,     1737150100.00   
18 DEC 2025,APLAPOLLO,EQ,APL APOLLO TUBES LTD     ,Listed    ,18 DEC 2025,               2.00,         277636026,           1795.70,   498551011888.20 
18 DEC 2025,APLLTD,EQ,ALEMBIC PHARMA LTD       ,Listed    ,18 DEC 2025,               2.00,         196563124,            848.25,   166734669933.00    
18 DEC 2025,APOLLO,EQ,APOLLO MICRO SYSTEMS LTD ,Listed    ,18 DEC 2025,               1.00,         333532454,            226.65,    75595130699.10    
18 DEC 2025,APOLLOHOSP,EQ,APOLLO HOSPITALS ENTER. L,Listed    ,18 DEC 2025,               5.00,         143784657,           6918.50,   994774149454.50
