"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"LYKALABS","EQ","    167.19","06-JAN-2025","     72.20","09-DEC-2025"
"LYPSAGEMS","EQ","     10.93","03-JUN-2025","      4.65","09-DEC-2025"
"M&M","EQ","   3795.00","01-DEC-2025","   2425.00","07-APR-2025"
"M&MFIN","EQ","    387.00","01-DEC-2025","    231.02","07-APR-2025"
"MAANALU","EQ","    169.40","15-DEC-2025","     75.51","28-MAR-2025"
"MACOBSTECH","SM","    246.95","12-NOV-2025","    150.60","26-MAR-2025"
"MACPOWER","EQ","   1610.95","16-DEC-2024","    601.20","18-MAR-2025"
"MADHAV","EQ","     68.49","18-DEC-2024","     37.62","17-MAR-2025"
"MADHAVBAUG","SM","    313.00","08-SEP-2025","     81.10","20-MAR-2025"
"MADHUCON","EQ","     11.40","23-DEC-2024","      5.64","28-MAR-2025"
"MADHUSUDAN","SM","    229.00","27-DEC-2024","    108.60","17-NOV-2025"
"MADRASFERT","EQ","    108.70","17-DEC-2024","     66.50","03-MAR-2025"
"MAESGEINAV","EQ","-","-","-","-"
"MAFANG","EQ","    178.78","31-OCT-2025","    100.00","07-APR-2025"
"MAFANGINAV","EQ","-","-","-","-"
"MAFSETINAV","EQ","-","-","-","-"
"MAG813INAV","EQ","-","-","-","-"
"MAGADSUGAR","EQ","    821.00","13-MAY-2025","    440.05","03-MAR-2025"
"MAGNUM","EQ","     42.90","19-DEC-2024","     19.75","20-NOV-2025"
"MAGOLDINAV","EQ","-","-","-","-"
"MAGSON","SM","    166.10","23-APR-2025","     75.50","04-FEB-2025"
"MAHABANK","EQ","     61.56","19-NOV-2025","     42.00","07-APR-2025"
"MAHAPEXLTD","EQ","    171.99","17-DEC-2024","     69.05","09-DEC-2025"
"MAHASTEEL","BE","    838.00","15-DEC-2025","    179.53","14-JAN-2025"
"MAHEPC","EQ","    185.12","20-AUG-2025","     96.50","13-JAN-2025"
"MAHESHWARI","EQ","     68.24","16-DEC-2024","     40.85","04-DEC-2025"
"MAHICKRA","SM","    180.00","16-SEP-2025","     95.20","27-MAR-2025"
"MAHKTECH","EQ","     35.59","06-OCT-2025","     16.91","13-JAN-2025"
"MAHKTEINAV","EQ","-","-","-","-"
"MAHLIFE","EQ","    456.42","16-DEC-2024","    255.69","07-APR-2025"
"MAHLOG","EQ","    381.82","18-JUL-2025","    216.55","04-MAR-2025"
"MAHSCOOTER","EQ","  18538.00","15-SEP-2025","   8822.00","05-MAR-2025"
"MAHSEAMLES","EQ","    794.90","16-DEC-2024","    540.50","06-NOV-2025"
"MAITHANALL","EQ","   1264.00","30-JUN-2025","    835.25","07-APR-2025"
"MAITREYA","SM","    360.00","03-JAN-2025","    214.45","18-MAR-2025"
"MAKEINDIA","EQ","    160.24","21-NOV-2025","    119.50","07-APR-2025"
"MAKS","SM","     47.00","16-DEC-2024","     25.50","05-MAR-2025"
"MAL","SM","     80.20","21-JUL-2025","     26.25","28-MAR-2025"
"MALLCOM","EQ","   1785.00","27-DEC-2024","   1050.00","04-MAR-2025"
"MALUPAPER","EQ","     50.68","30-APR-2025","     31.21","03-MAR-2025"
"MAM150INAV","EQ","-","-","-","-"
"MAMATA","EQ","    630.00","30-DEC-2024","    311.55","07-APR-2025"
"MAMFGEINAV","EQ","-","-","-","-"
"MAN50EINAV","EQ","-","-","-","-"
"MANAKALUCO","BE","     34.90","05-AUG-2025","     17.81","28-MAR-2025"
"MANAKCOAT","EQ","    182.82","27-OCT-2025","     72.20","17-MAR-2025"
"MANAKSIA","EQ","     97.79","01-JAN-2025","     54.52","07-APR-2025"
"MANAKSTEEL","EQ","     75.68","25-APR-2025","     43.05","27-MAR-2025"
"MANALIPETC","EQ","     81.10","18-JUL-2025","     49.93","09-MAY-2025"
"MANAPPURAM","EQ","    298.00","17-SEP-2025","    168.83","14-FEB-2025"
"MANAV","ST","     30.35","14-OCT-2025","     10.50","27-MAR-2025"
"MANBA","EQ","    187.50","17-DEC-2024","    119.00","03-MAR-2025"
"MANCREDIT","EQ","    215.75","18-JUN-2025","    145.00","07-APR-2025"
"MANDEEP","SM","     36.15","31-DEC-2024","     17.80","28-MAR-2025"
"MANGALAM","EQ","    124.89","01-JAN-2025","     23.55","09-DEC-2025"
"MANGLMCEM","EQ","   1019.00","03-JAN-2025","    665.00","07-APR-2025"
"MANINDS","EQ","    491.00","26-NOV-2025","    201.55","03-MAR-2025"
"MANINFRA","EQ","    262.80","30-DEC-2024","    117.12","24-NOV-2025"
"MANKIND","EQ","   3054.80","23-DEC-2024","   2115.10","18-MAR-2025"
"MANOMAY","BE","    259.88","28-NOV-2025","    146.00","03-MAR-2025"
"MANORAMA","EQ","   1760.00","28-JUL-2025","    740.50","04-MAR-2025"
"MANORG","EQ","    637.85","20-AUG-2025","    340.10","18-FEB-2025"
"MANUFGBEES","EQ","    160.69","15-DEC-2025","    142.50","29-AUG-2025"
"MANUGRAPH","EQ","     25.30","02-JUN-2025","     14.17","04-MAR-2025"
"MANXT5INAV","EQ","-","-","-","-"
"MANYAVAR","EQ","   1363.90","16-DEC-2024","    579.40","11-DEC-2025"
"MAPMYINDIA","EQ","   2166.70","16-MAY-2025","   1540.00","17-MAR-2025"
"MARALOVER","EQ","     97.17","18-DEC-2024","     44.00","09-DEC-2025"
"MARATHON","EQ","    769.45","17-JUL-2025","    352.05","11-MAR-2025"
"MARCO","SM","     68.25","03-JAN-2025","     33.10","27-MAR-2025"
"MARICO","EQ","    765.30","18-NOV-2025","    577.85","04-MAR-2025"
"MARINE","EQ","    333.00","17-DEC-2024","    138.90","04-MAR-2025"
"MARINETRAN","SM","     31.20","16-DEC-2024","     13.30","11-NOV-2025"
"MARKOLINES","EQ","    188.00","14-OCT-2025","    146.15","25-NOV-2025"
"MARKSANS","EQ","    332.40","18-DEC-2024","    162.00","07-OCT-2025"
"MARSHALL","BZ","     45.00","11-SEP-2024","      3.61","15-DEC-2025"
"MARUTI","EQ","  16660.00","23-OCT-2025","  10725.00","24-DEC-2024"
"MASFIN","EQ","    350.45","16-JUL-2025","    220.06","04-MAR-2025"
"MASILINAV","EQ","-","-","-","-"
"MASKINVEST","BE","    269.74","16-DEC-2024","    131.85","18-AUG-2025"
"MASON","SM","    220.00","12-NOV-2025","     73.50","03-MAR-2025"
"MASPTOINAV","EQ","-","-","-","-"
"MASPTOP50","EQ","     72.46","15-DEC-2025","     40.86","07-APR-2025"
"MASTEK","EQ","   3349.95","17-DEC-2024","   1887.00","07-APR-2025"
"MASTER","SM","    436.00","12-NOV-2025","    258.40","28-FEB-2025"
"MASTERTR","EQ","    181.70","16-DEC-2024","    100.50","18-NOV-2025"
"MATRIMONY","EQ","    700.15","13-JAN-2025","    475.00","05-DEC-2025"
"MAWANASUG","EQ","    111.50","11-JUN-2025","     78.32","08-DEC-2025"
"MAXESTATES","EQ","    630.00","08-JAN-2025","    341.10","17-MAR-2025"
"MAXHEALTH","EQ","   1314.30","04-JUL-2025","    940.05","04-MAR-2025"
"MAXIND","EQ","    300.59","16-DEC-2024","    159.43","17-MAR-2025"
"MAXPOSURE","SM","    102.95","03-JAN-2025","     45.70","10-DEC-2025"
"MAXVOLT","ST","    483.25","20-NOV-2025","    145.05","12-MAR-2025"
"MAYASHEEL","ST","     85.00","21-OCT-2025","     46.00","25-JUL-2025"
"MAYURUNIQ","EQ","    647.00","16-DEC-2024","    441.00","09-APR-2025"
"MAZDA","EQ","    428.88","16-JAN-2025","    205.00","09-MAY-2025"
"MAZDOCK","EQ","   3775.00","29-MAY-2025","   1918.05","19-FEB-2025"
"MBAPL","EQ","    469.70","21-OCT-2025","    205.01","27-DEC-2024"
"MBEL","EQ","    535.90","10-NOV-2025","    349.85","09-DEC-2025"
"MBLINFRA","EQ","     69.98","19-DEC-2024","     30.84","11-DEC-2025"
"MCL","EQ","     67.50","23-DEC-2024","     39.60","04-MAR-2025"
"MCLEODRUSS","BE","     68.47","27-OCT-2025","     27.60","05-MAR-2025"
"MCLOUD","EQ","    105.42","17-JUL-2025","     23.08","04-DEC-2025"
"MCON","SM","    229.90","24-DEC-2024","     53.40","10-OCT-2025"
"MCX","EQ","  10516.00","08-DEC-2025","   4408.15","11-MAR-2025"
"MD150CINAV","EQ","-","-","-","-"
"MDL","SM","    138.60","18-DEC-2024","     61.25","09-DEC-2025"
"MEDANTA","EQ","   1456.50","08-AUG-2025","    996.45","20-JAN-2025"
"MEDIASSIST","EQ","    629.60","15-JAN-2025","    415.25","07-APR-2025"
"MEDICAMEQ","EQ","    592.85","16-DEC-2024","    292.95","30-SEP-2025"
"MEDICO","EQ","     79.83","06-FEB-2025","     37.18","01-AUG-2025"
"MEDIORG","SM","     58.60","16-DEC-2024","     19.60","27-MAR-2025"
"MEDISTEP","SM","     53.00","18-AUG-2025","     22.30","06-NOV-2025"
"MEDPLUS","EQ","   1045.30","28-MAY-2025","    642.00","27-JAN-2025"
"MEESHO","EQ","    177.49","10-DEC-2025","    153.89","12-DEC-2025"
"MEGAFLEX","ST","    113.00","15-DEC-2025","     40.00","01-FEB-2025"
"MEGASOFT","BE","    231.00","04-NOV-2025","     49.06","28-MAR-2025"
"MEGASTAR","BE","    310.50","07-JAN-2025","    187.61","09-MAY-2025"
"MEGATHERM","SM","    380.00","06-JUN-2025","    212.00","09-DEC-2025"
"MEIL","EQ","    573.70","04-SEP-2025","    354.25","08-DEC-2025"
"MENONBE","EQ","    145.90","30-JUL-2025","     86.00","07-APR-2025"
"MEP","BZ","      3.49","16-DEC-2024","      1.14","08-APR-2025"
"METAL","EQ","     11.80","12-DEC-2025","      7.73","07-APR-2025"
"METALIETF","EQ","     11.05","30-OCT-2025","      7.35","07-APR-2025"
"METALIINAV","EQ","-","-","-","-"
"METALINAV","EQ","-","-","-","-"
"METROBRAND","EQ","   1346.50","20-DEC-2024","    990.05","27-MAR-2025"
"METROPOLIS","EQ","   2263.00","03-SEP-2025","   1315.00","07-APR-2025"
"MFML","EQ","     61.00","16-DEC-2024","     23.75","08-DEC-2025"
"MFSL","EQ","   1751.40","27-NOV-2025","    950.00","17-MAR-2025"
"MGBEESINAV","EQ","-","-","-","-"
"MGEL","EQ","     18.40","26-SEP-2025","     11.50","16-DEC-2024"
"MGL","EQ","   1586.90","04-JUL-2025","   1092.30","09-DEC-2025"
"MGSL","SM","    120.00","09-OCT-2025","     81.00","08-DEC-2025"
"MHHL","SM","     86.90","15-JAN-2025","     39.85","15-DEC-2025"
"MHLXMIRU","EQ","    325.80","16-DEC-2024","    200.05","20-JAN-2025"
"MHRIL","EQ","    389.65","02-JAN-2025","    259.00","07-APR-2025"
"MICEL","EQ","     91.24","16-DEC-2024","     41.66","09-DEC-2025"
"MICROPRO","SM","     35.90","18-DEC-2024","     17.85","25-NOV-2025"
"MID150","EQ","     25.49","03-JUN-2025","     17.98","07-APR-2025"
"MID150BEES","EQ","    239.00","18-NOV-2025","    179.00","03-MAR-2025"
"MID150CASE","EQ","     12.00","11-JUN-2025","      7.66","07-APR-2025"
"MID150INAV","EQ","-","-","-","-"
"MID15INAV","EQ","-","-","-","-"
"MIDCAP","EQ","    183.48","27-NOV-2025","    134.98","03-MAR-2025"
"MIDCAPETF","EQ","     23.50","01-JUL-2025","     16.00","07-APR-2025"
"MIDCAPIETF","EQ","     24.00","06-NOV-2025","     17.80","07-APR-2025"
"MIDHANI","EQ","    469.00","24-JUN-2025","    226.93","03-MAR-2025"
"MIDQ50ADD","EQ","    264.64","17-JUL-2025","    191.97","07-MAY-2025"
"MIDSELIETF","EQ","     20.00","11-NOV-2025","     13.86","07-APR-2025"
"MIDSMAINAV","EQ","-","-","-","-"
"MIDSMALL","EQ","     54.97","17-DEC-2024","     40.00","07-APR-2025"
"MIDWESTLTD","EQ","   1579.70","04-DEC-2025","   1048.50","28-OCT-2025"
"MIEL","SM","     47.90","26-DEC-2024","     19.40","08-DEC-2025"
"MILTON","SM","     40.70","06-JAN-2025","     24.85","24-NOV-2025"
"MINDACORP","EQ","    619.95","13-NOV-2025","    445.05","11-AUG-2025"
"MINDPOOL","SM","     83.90","17-JUL-2025","     49.00","19-JUN-2025"
"MINDSPACE","RR","    501.91","08-DEC-2025","    354.30","17-DEC-2024"
"MINDTECK","EQ","    322.00","24-DEC-2024","    145.00","07-APR-2025"
"MINFRAINAV","EQ","-","-","-","-"
"MIRCELECTR","EQ","     30.47","04-SEP-2025","     10.24","01-APR-2025"
"MIRZAINT","EQ","     44.64","04-FEB-2025","     25.03","07-APR-2025"
"MITCON","EQ","    119.78","16-DEC-2024","     60.41","07-APR-2025"
"MITTAL","EQ","      2.65","26-DEC-2024","      1.16","09-DEC-2025"
"MKPL","EQ","      9.78","17-JUN-2025","      5.40","18-MAR-2025"
"MMEL","SM","     84.45","30-JUL-2025","     44.50","01-DEC-2025"
"MMFL","EQ","    575.25","16-DEC-2024","    288.10","21-OCT-2025"
"MMP","EQ","    370.00","16-DEC-2024","    218.00","11-MAR-2025"
"MMTC","EQ","     88.19","30-MAY-2025","     44.50","07-APR-2025"
"MNC","EQ","     31.38","22-SEP-2025","     24.52","07-APR-2025"
"MNV30FINAV","EQ","-","-","-","-"
"MOALPHA50","EQ","     54.38","05-AUG-2025","     46.05","10-JUL-2025"
"MOALPHINAV","EQ","-","-","-","-"
"MOBIKWIK","EQ","    698.30","26-DEC-2024","    219.20","29-AUG-2025"
"MOCAPIINAV","EQ","-","-","-","-"
"MOCAPITAL","EQ","     51.13","03-JUN-2025","     29.20","13-MAR-2025"
"MODEFENCE","EQ","    102.00","24-JUN-2025","     55.21","03-MAR-2025"
"MODEFINAV","EQ","-","-","-","-"
"MODINATUR","EQ","    409.95","15-DEC-2025","    352.25","11-DEC-2025"
"MODIRUBBER","EQ","    163.70","25-APR-2025","     90.00","07-APR-2025"
"MODIS","EQ","    409.00","14-NOV-2025","    304.50","08-DEC-2025"
"MODISONLTD","EQ","    211.00","27-DEC-2024","    112.00","07-APR-2025"
"MODTHREAD","EQ","     62.00","22-AUG-2025","     31.35","11-APR-2025"
"MOENERGY","EQ","     37.88","23-OCT-2025","     34.10","09-DEC-2025"
"MOENERINAV","EQ","-","-","-","-"
"MOGOLD","EQ","    134.40","30-SEP-2025","     96.30","21-AUG-2025"
"MOGOLDINAV","EQ","-","-","-","-"
"MOGSEC","EQ","     65.80","02-JUL-2025","     57.00","16-JAN-2025"
"MOGSECINAV","EQ","-","-","-","-"
"MOHEALTH","EQ","     47.57","31-JUL-2025","     37.93","03-MAR-2025"
"MOHITIND","EQ","     52.05","26-DEC-2024","     23.90","19-FEB-2025"
"MOIL","EQ","    405.60","10-JUN-2025","    274.05","07-APR-2025"
"MOINFRA","EQ","     63.80","30-OCT-2025","     56.28","29-AUG-2025"
"MOIPO","EQ","     53.00","21-NOV-2025","     45.45","09-DEC-2025"
"MOIPOINAV","EQ","-","-","-","-"
"MOKSH","EQ","     23.00","20-DEC-2024","     11.56","21-NOV-2025"
"MOL","EQ","    106.30","30-JUL-2025","     56.11","07-APR-2025"
"MOLDTECH","EQ","    221.56","16-DEC-2024","    109.95","17-MAR-2025"
"MOLDTKPAC","EQ","    892.90","30-JUL-2025","    410.00","07-APR-2025"
"MOLOWVINAV","EQ","-","-","-","-"
"MOLOWVOL","EQ","     39.58","04-SEP-2025","     33.05","07-APR-2025"
"MOM100","EQ","     66.59","05-DEC-2025","     50.30","03-MAR-2025"
"MOM100INAV","EQ","-","-","-","-"
"MOM30IETF","EQ","     36.32","16-DEC-2024","     25.00","07-APR-2025"
"MOM50","EQ","    279.09","02-DEC-2025","    218.00","07-APR-2025"
"MOM50INAV","EQ","-","-","-","-"
"MOME30INAV","EQ","-","-","-","-"
"MOME50INAV","EQ","-","-","-","-"
"MOMENTUM","EQ","     36.08","16-DEC-2024","     25.75","07-APR-2025"
"MOMENTUM30","EQ","     37.38","17-OCT-2025","     30.55","07-NOV-2025"
"MOMENTUM50","EQ","     65.26","18-DEC-2024","     42.40","17-MAR-2025"
"MOMGF","EQ","    182.16","22-SEP-2025","    139.07","05-AUG-2025"
"MOMGFINAV","EQ","-","-","-","-"
"MOMIDMTM","EQ","     66.73","21-NOV-2025","     59.48","01-SEP-2025"
"MOMNC","EQ","     30.34","04-DEC-2025","     29.32","09-DEC-2025"
"MOMNCINAV","EQ","-","-","-","-"
"MOMNTMINAV","EQ","-","-","-","-"
"MOMOMEINAV","EQ","-","-","-","-"
"MOMOMENTUM","EQ","     72.73","16-DEC-2024","     51.21","07-APR-2025"
"MON100","EQ","    258.80","08-OCT-2025","    159.30","07-APR-2025"
"MON100INAV","EQ","-","-","-","-"
"MON500INAV","EQ","-","-","-","-"
"MON50EQUAL","EQ","     34.50","24-NOV-2025","     29.78","09-MAY-2025"
"MONARCH","EQ","    483.90","20-JAN-2025","    294.25","09-DEC-2025"
"MONEXT50","EQ","     72.30","23-OCT-2025","     63.54","14-MAY-2025"
"MONEYBOXX","EQ","     91.50","20-OCT-2025","     63.12","11-DEC-2025"
"MONIFTY100","EQ","     27.97","28-OCT-2025","     25.85","11-NOV-2025"
"MONIFTY500","EQ","     24.71","01-SEP-2025","     19.50","07-APR-2025"
"MONOLITH","SM","    607.40","21-NOV-2025","    219.45","23-JUN-2025"
"MONOPHARMA","SM","     36.20","18-DEC-2024","     16.95","15-DEC-2025"
"MONQ50","EQ","    104.31","08-OCT-2025","     61.31","07-APR-2025"
"MONQ50INAV","EQ","-","-","-","-"
"MONT50INAV","EQ","-","-","-","-"
"MONTECARLO","EQ","    958.80","16-DEC-2024","    518.05","01-APR-2025"
"MOPSE","EQ","    108.00","06-OCT-2025","     92.55","29-AUG-2025"
"MOPSEINAV","EQ","-","-","-","-"
"MOQLTYINAV","EQ","-","-","-","-"
"MOQUALITY","EQ","    202.15","30-JUN-2025","    162.15","07-APR-2025"
"MORARJEE","BZ","     12.74","17-DEC-2024","      4.56","01-APR-2025"
"MOREALINAV","EQ","-","-","-","-"
"MOREALTY","EQ","    113.50","17-DEC-2024","     77.00","07-APR-2025"
"MOREPENLAB","EQ","     88.60","16-DEC-2024","     40.01","09-DEC-2025"
"MOS","SM","     32.10","21-JAN-2025","     19.08","30-SEP-2025"
"MOS250INAV","EQ","-","-","-","-"
"MOSCHIP","EQ","    288.45","08-OCT-2025","    129.98","07-APR-2025"
"MOSERVICE","EQ","     35.37","01-DEC-2025","     33.47","11-DEC-2025"
"MOSERVINAV","EQ","-","-","-","-"
"MOSILVER","EQ","    193.33","14-OCT-2025","    112.32","20-AUG-2025"
"MOSILVINAV","EQ","-","-","-","-"
"MOSMALL250","EQ","     18.70","17-DEC-2024","     13.22","07-APR-2025"
"MOTHERSON","EQ","    121.48","12-DEC-2025","     71.50","07-APR-2025"
"MOTILALOFS","EQ","   1097.10","28-OCT-2025","    513.00","07-APR-2025"
"MOTISONS","EQ","     30.87","03-JAN-2025","     14.60","24-NOV-2025"
"MOTOGENFIN","EQ","     35.05","19-DEC-2024","     23.30","15-DEC-2025"
"MOTOUR","EQ","     97.20","17-JUL-2025","     82.66","09-DEC-2025"
"MOTOURINAV","EQ","-","-","-","-"
"MOVALUE","EQ","    117.23","01-DEC-2025","     85.91","04-MAR-2025"
"MOVALUINAV","EQ","-","-","-","-"
"MOXSH","ST","     91.30","17-NOV-2025","     25.50","28-MAR-2025"
"MOY100INAV","EQ","-","-","-","-"
"MPEL","SM","    153.90","06-OCT-2025","     89.95","28-NOV-2025"
"MPHASIS","EQ","   3228.45","17-DEC-2024","   2044.55","07-APR-2025"
"MPSLTD","EQ","   3079.00","24-MAR-2025","   1754.20","13-JAN-2025"
"MPTODAY","SM","     56.80","08-JUL-2025","     25.20","02-APR-2025"
"MRF","EQ"," 163600.00","24-OCT-2025"," 102124.05","05-MAR-2025"
"MRIL","SM","     82.00","04-NOV-2025","     49.25","13-OCT-2025"
"MRPL","EQ","    185.00","17-NOV-2025","     98.92","03-MAR-2025"
"MSCIADD","EQ","     33.82","01-DEC-2025","     30.09","09-DEC-2025"
"MSCIADINAV","EQ","-","-","-","-"
"MSCIINDIA","EQ","     32.14","04-NOV-2025","     25.60","07-APR-2025"
"MSCIININAV","EQ","-","-","-","-"
"MSPL","EQ","     48.00","17-DEC-2024","     21.60","04-MAR-2025"
"MSTCLTD","EQ","    768.05","16-DEC-2024","    411.10","03-MAR-2025"
"MSUMI","EQ","     50.54","09-SEP-2025","     30.72","28-FEB-2025"
"MTARTECH","EQ","   2719.00","21-NOV-2025","   1155.60","07-APR-2025"
"MTEDUCARE","BE","      2.95","08-JAN-2025","      1.80","19-NOV-2025"
"MTNL","EQ","     58.70","16-DEC-2024","     34.00","09-DEC-2025"
"MUFIN","EQ","    126.34","04-NOV-2025","     63.11","07-APR-2025"
"MUFTI","EQ","    208.08","16-DEC-2024","     91.32","09-DEC-2025"
"MUKANDLTD","EQ","    162.00","24-JUL-2025","     84.40","07-APR-2025"
"MUKKA","EQ","     43.94","31-DEC-2024","     23.65","11-DEC-2025"
"MUKTAARTS","EQ","    102.00","06-JAN-2025","     59.26","27-MAR-2025"
"MULCAPINAV","EQ","-","-","-","-"
"MULTICAP","EQ","     17.03","29-OCT-2025","     13.43","03-MAR-2025"
"MUNISH","SM","    143.00","23-OCT-2025","     97.00","09-DEC-2025"
"MUNJALAU","EQ","    114.55","30-SEP-2025","     60.52","07-APR-2025"
"MUNJALSHOW","EQ","    164.00","20-JAN-2025","    104.20","07-APR-2025"
"MURUDCERA","EQ","     55.95","26-DEC-2024","     29.92","07-APR-2025"
"MUTHOOTCAP","EQ","    368.00","16-DEC-2024","    234.01","07-APR-2025"
"MUTHOOTFIN","EQ","   3868.00","15-DEC-2025","   1965.00","11-APR-2025"
"MUTHOOTMF","EQ","    199.39","27-NOV-2025","    119.25","18-MAR-2025"
"MVGJL","EQ","    315.50","09-JAN-2025","    179.08","14-OCT-2025"
"MVKAGRO","ST","    819.00","08-DEC-2025","     32.05","19-FEB-2025"
"MWL","EQ","    283.90","15-DEC-2025","    132.00","28-FEB-2025"
"MYMUDRA","ST","    119.10","15-SEP-2025","     51.60","28-MAR-2025"
"NACLIND","EQ","    311.42","01-AUG-2025","     49.32","28-FEB-2025"
"NAGAFERT","EQ","     10.34","17-DEC-2024","      4.04","08-DEC-2025"
"NAGREEKCAP","BE","     42.75","10-OCT-2025","     23.23","01-APR-2025"
"NAGREEKEXP","EQ","     43.50","20-JAN-2025","     22.50","01-APR-2025"
"NAHARCAP","EQ","    376.65","10-JUN-2025","    215.00","07-APR-2025"
"NAHARINDUS","EQ","    160.90","17-DEC-2024","     88.80","01-APR-2025"
"NAHARPOLY","EQ","    389.95","10-JUN-2025","    176.42","03-MAR-2025"
"NAHARSPING","EQ","    316.00","17-DEC-2024","    185.10","04-MAR-2025"
"NAM-INDIA","EQ","    987.35","23-OCT-2025","    498.05","07-APR-2025"
"NAMAN","SM","    168.70","16-DEC-2024","     55.75","28-MAR-2025"
"NAMOEWASTE","SM","    234.95","26-DEC-2024","    127.00","11-JUL-2025"
"NARMADA","BE","     28.25","08-OCT-2025","     14.82","30-APR-2025"
"NATCAPSUQ","EQ","    296.00","26-SEP-2025","    164.00","26-MAR-2025"
"NATCOPHARM","EQ","   1490.00","19-DEC-2024","    726.80","07-APR-2025"
"NATHBIOGEN","EQ","    238.69","10-JUL-2025","    137.55","12-MAR-2025"
"NATIONALUM","EQ","    280.00","15-DEC-2025","    137.75","07-APR-2025"
"NAUKRI","EQ","   1825.78","06-JAN-2025","   1157.00","07-APR-2025"
"NAVA","EQ","    735.00","15-SEP-2025","    356.05","14-FEB-2025"
"NAVINFLUOR","EQ","   6223.00","12-DEC-2025","   3180.00","31-DEC-2024"
"NAVKARCORP","EQ","    176.43","30-DEC-2024","     80.54","07-APR-2025"
"NAVKARURB","EQ","      4.28","31-JAN-2025","      1.47","24-JUN-2025"
"NAVNETEDUL","EQ","    168.50","04-SEP-2025","    127.51","14-FEB-2025"
"NAZARA","EQ","    363.25","13-AUG-2025","    219.06","14-JAN-2025"
"NBCC","EQ","    130.70","09-JUN-2025","     70.80","03-MAR-2025"
"NBIFIN","EQ","   4100.00","16-DEC-2024","   2050.00","18-FEB-2025"
"NCC","EQ","    315.40","17-DEC-2024","    158.60","12-DEC-2025"
"NCLIND","EQ","    239.39","30-JUN-2025","    179.21","07-APR-2025"
"NDGL","EQ","   5400.00","16-DEC-2024","   2867.00","09-DEC-2025"
"NDL","EQ","      5.65","16-DEC-2024","      2.90","09-DEC-2025"
"NDLVENTURE","EQ","    121.18","16-DEC-2024","     48.94","27-MAR-2025"
"NDRAUTO","EQ","   1220.00","18-JUL-2025","    551.00","03-MAR-2025"
"NDRINVIT","IV","    124.00","27-NOV-2025","    105.00","18-FEB-2025"
"NDTV","EQ","    141.23","11-JUN-2025","     77.11","09-DEC-2025"
"NECCLTD","EQ","     39.00","02-JAN-2025","     18.26","09-DEC-2025"
"NECLIFE","BE","     44.41","19-DEC-2024","     13.05","08-AUG-2025"
"NEELAM","SM","     59.95","07-JAN-2025","     11.80","03-DEC-2025"
"NELCAST","EQ","    180.90","01-AUG-2025","     78.55","18-MAR-2025"
"NELCO","EQ","   1502.75","16-DEC-2024","    706.95","03-MAR-2025"
"NEOCHEM","ST","    113.40","09-DEC-2025","     98.90","15-DEC-2025"
"NEOGEN","EQ","   2275.00","31-DEC-2024","    966.70","10-DEC-2025"
"NEPHROCARE","ST","    211.00","16-DEC-2024","     99.95","07-JUL-2025"
"NEPTUNE","SM","    229.95","15-DEC-2025","    126.30","09-JUN-2025"
"NESCO","EQ","   1638.90","11-SEP-2025","    842.60","03-MAR-2025"
"NESTLEIND","EQ","   1311.60","17-OCT-2025","   1055.00","05-MAR-2025"
"NETF","EQ","    292.00","01-DEC-2025","    227.05","07-APR-2025"
"NETFINAV","EQ","-","-","-","-"
"NETFSIINAV","EQ","-","-","-","-"
"NETWEB","EQ","   4479.00","08-OCT-2025","   1251.55","07-APR-2025"
"NETWORK18","EQ","     77.45","23-DEC-2024","     39.66","03-MAR-2025"
"NEULANDLAB","EQ","  19747.00","10-NOV-2025","  10190.70","03-MAR-2025"
"NEWGEN","EQ","   1798.90","15-JAN-2025","    758.20","07-APR-2025"
"NEWJAISA","SM","     93.40","27-DEC-2024","     27.05","01-SEP-2025"
"NEXT30ADD","EQ","     40.98","29-OCT-2025","     32.27","03-MAR-2025"
"NEXT50","EQ","    746.50","17-DEC-2024","    573.45","03-MAR-2025"
"NEXT50IETF","EQ","     77.40","18-DEC-2024","     58.70","03-MAR-2025"
"NEXTMEDIA","EQ","      9.16","17-DEC-2024","      5.11","28-NOV-2025"
"NFL","EQ","    129.70","17-DEC-2024","     71.00","07-APR-2025"
"NFQLTYINAV","EQ","-","-","-","-"
"NGIL","EQ","     48.00","31-DEC-2024","     22.19","28-NOV-2025"
"NGLFINE","EQ","   2077.45","20-DEC-2024","    957.00","19-FEB-2025"
"NH","EQ","   2370.20","27-JUN-2025","   1256.55","13-JAN-2025"
"NHIT","IV","    151.00","05-DEC-2025","    128.85","03-FEB-2025"
"NHPC","EQ","     92.34","09-JUN-2025","     71.00","28-FEB-2025"
"NIACL","EQ","    221.80","20-DEC-2024","    135.60","03-MAR-2025"
"NIBE","EQ","   2001.00","12-JUN-2025","    761.50","19-MAR-2025"
"NIBL","EQ","     37.17","03-JUN-2025","     19.50","28-MAR-2025"
"NIDAN","SM","     31.00","20-DEC-2024","     16.05","07-APR-2025"
"NIF100BEES","EQ","    290.00","23-OCT-2025","    230.35","07-APR-2025"
