CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKINDUSTOWER30-DEC-2025,411.4000000,412.3500000,417.1000000,410.9000000,416.1500000,416.1500000,1.1500000,48868.0000000,7488500.0000000,4405.0000000,3102272200.0000000
FUTSTKINDUSTOWER24-FEB-2026,415.0000000,416.7000000,421.0000000,416.5500000,420.8500000,420.8500000,1.4000000,84.0000000,34000.0000000,20.0000000,14267420.0000000
FUTSTKINDUSTOWER27-JAN-2026,413.7000000,413.6000000,419.5000000,413.1500000,418.6500000,418.6500000,1.1900000,800.0000000,663000.0000000,390.0000000,276652815.0000000
FUTSTKINOXWIND24-FEB-2026,123.6600000,124.6400000,126.8500000,123.9300000,126.1800000,126.1800000,2.0300000,215.0000000,228800.0000000,64.0000000,28686050.2500000
FUTSTKINOXWIND30-DEC-2025,122.2100000,122.9500000,125.5700000,122.2200000,125.2300000,125.2300000,2.4700000,24893.0000000,7397992.0000000,2261.0000000,918465091.2800000
FUTSTKINOXWIND27-JAN-2026,122.8700000,123.7500000,126.1800000,123.0000000,125.8600000,125.8600000,2.4300000,1382.0000000,1136850.0000000,318.0000000,141778601.2500000
FUTSTKMFSL27-JAN-2026,1723.4000000,1721.0000000,1739.0000000,1721.0000000,1737.9000000,1737.9000000,0.8400000,181.0000000,22400.0000000,56.0000000,38786280.0000000
FUTSTKMFSL30-DEC-2025,1712.6000000,1722.4000000,1731.0000000,1711.6000000,1727.6000000,1727.6000000,0.8700000,19547.0000000,689200.0000000,1723.0000000,1187021040.0000000
FUTSTKMFSL24-FEB-2026,1723.0000000,1744.0000000,1747.0000000,1744.0000000,1747.0000000,1747.0000000,1.3900000,17.0000000,800.0000000,2.0000000,1396400.0000000
FUTSTKMOTHERSON24-FEB-2026,121.8100000,122.2500000,123.1100000,121.8000000,122.9300000,122.9300000,0.9100000,271.0000000,565800.0000000,92.0000000,69348199.5000000
FUTSTKMOTHERSON30-DEC-2025,120.3700000,120.9000000,121.8000000,120.2900000,121.6200000,121.6200000,1.0300000,29650.0000000,22656600.0000000,3684.0000000,2744809329.0000000
FUTSTKMOTHERSON27-JAN-2026,121.0900000,121.5300000,122.8300000,121.1000000,122.3100000,122.3100000,1.0000000,714.0000000,2662950.0000000,433.0000000,324602965.5000000
FUTSTKPOWERINDIA24-FEB-2026,19450.0000000,19760.0000000,19760.0000000,19760.0000000,19760.0000000,19755.0000000,1.5600000,24.0000000,50.0000000,1.0000000,988000.0000000
FUTSTKPOWERINDIA30-DEC-2025,19325.0000000,19420.0000000,19695.0000000,19330.0000000,19605.0000000,19605.0000000,1.4400000,5124.0000000,72950.0000000,1459.0000000,1426151500.0000000
FUTSTKPOWERINDIA27-JAN-2026,19380.0000000,19545.0000000,19750.0000000,19435.0000000,19675.0000000,19675.0000000,1.5200000,275.0000000,3100.0000000,62.0000000,60820750.0000000
FUTSTKYESBANK24-FEB-2026,22.3000000,22.3700000,22.4400000,22.2200000,22.3000000,22.3000000,0.0000000,395.0000000,1679400.0000000,54.0000000,37501624.0000000
FUTSTKYESBANK30-DEC-2025,22.0500000,21.9600000,22.1900000,21.9300000,22.0200000,22.0200000,-0.1300000,31708.0000000,84809700.0000000,2727.0000000,1869982044.0000000
FUTSTKYESBANK27-JAN-2026,22.1800000,22.1800000,22.3300000,22.0700000,22.1500000,22.1500000,-0.1300000,3423.0000000,21707800.0000000,698.0000000,481320705.0000000
FUTSTKZYDUSLIFE24-FEB-2026,938.6000000,940.2500000,941.1000000,939.5000000,941.0000000,939.5500000,0.1000000,27.0000000,11700.0000000,13.0000000,11000745.0000000
FUTSTKZYDUSLIFE27-JAN-2026,932.8000000,934.9500000,940.0000000,933.0000000,936.6000000,936.6000000,0.4000000,561.0000000,90000.0000000,100.0000000,84294855.0000000
FUTSTKZYDUSLIFE30-DEC-2025,927.2500000,926.5000000,936.0000000,926.5000000,931.9000000,931.9000000,0.5000000,11617.0000000,665100.0000000,739.0000000,619610265.0000000
FUTSTKBHARATFORG24-FEB-2026,1420.0000000,1423.0000000,1440.0000000,1423.0000000,1440.0000000,1440.0000000,1.4000000,46.0000000,5500.0000000,11.0000000,7852700.0000000
FUTSTKBHARATFORG30-DEC-2025,1414.2000000,1422.0000000,1436.7000000,1411.1000000,1434.0000000,1434.0000000,1.4000000,14621.0000000,1325500.0000000,2651.0000000,1887637000.0000000
FUTSTKBHARATFORG27-JAN-2026,1419.2000000,1423.6000000,1441.9000000,1415.5000000,1438.8000000,1438.8000000,1.3800000,741.0000000,78000.0000000,156.0000000,111563300.0000000
FUTSTKCGPOWER24-FEB-2026,674.1500000,676.7000000,680.0000000,675.0000000,675.2500000,675.2500000,0.1600000,100.0000000,20400.0000000,24.0000000,13813137.5000000
FUTSTKCGPOWER30-DEC-2025,668.0000000,665.1000000,676.6500000,665.1000000,669.2000000,669.2000000,0.1700000,17085.0000000,1877650.0000000,2209.0000000,1259543770.0000000
FUTSTKCGPOWER27-JAN-2026,671.5500000,675.0000000,678.8000000,670.5000000,671.8500000,671.8500000,0.0400000,977.0000000,300900.0000000,354.0000000,202592825.0000000
FUTSTKCROMPTON24-FEB-2026,255.6500000,256.5000000,259.3000000,254.1500000,258.2500000,258.2500000,1.0100000,374.0000000,108000.0000000,60.0000000,27727290.0000000
FUTSTKCROMPTON27-JAN-2026,254.2000000,255.0500000,257.6000000,251.4500000,256.5500000,256.5500000,0.9200000,1757.0000000,482400.0000000,268.0000000,122901300.0000000
FUTSTKCROMPTON30-DEC-2025,252.7500000,254.6500000,256.2500000,250.9000000,255.1000000,255.1000000,0.9200000,29460.0000000,3751200.0000000,2084.0000000,951233940.0000000
FUTSTKLICI27-JAN-2026,866.5500000,869.0000000,875.9500000,868.5000000,874.7000000,874.7000000,0.9400000,1485.0000000,245700.0000000,351.0000000,214049815.0000000
FUTSTKLICI24-FEB-2026,871.2000000,873.7000000,880.0000000,873.6000000,880.0000000,877.3500000,0.7000000,224.0000000,16100.0000000,23.0000000,14086870.0000000
FUTSTKLICI30-DEC-2025,862.3500000,867.0000000,872.4000000,862.5000000,869.7500000,869.7500000,0.8500000,13912.0000000,1124900.0000000,1607.0000000,975555280.0000000
FUTSTKLT24-FEB-2026,4064.5000000,4145.4000000,4163.9000000,4120.5000000,4138.0000000,4138.0000000,1.8000000,413.0000000,20125.0000000,115.0000000,83386152.5000000
FUTSTKLT30-DEC-2025,4016.3000000,4074.0000000,4131.0000000,4062.4000000,4089.8000000,4089.8000000,1.8300000,71301.0000000,2203425.0000000,12591.0000000,9023054005.0000000
FUTSTKLT27-JAN-2026,4041.0000000,4064.0000000,4146.9000000,4064.0000000,4112.8000000,4112.8000000,1.7700000,7458.0000000,290675.0000000,1661.0000000,1197673820.0000000
FUTSTKNMDC27-JAN-2026,75.8200000,75.8200000,78.7200000,75.8200000,78.5900000,78.5900000,3.6500000,1333.0000000,5609250.0000000,831.0000000,436170555.0000000
FUTSTKNMDC24-FEB-2026,76.1300000,76.7300000,78.8800000,76.7200000,78.8000000,78.8000000,3.5000000,112.0000000,506250.0000000,75.0000000,39462727.5000000
FUTSTKNMDC30-DEC-2025,75.6200000,75.7800000,78.4900000,75.7700000,78.3200000,78.3200000,3.5700000,47191.0000000,46122750.0000000,6833.0000000,3579317370.0000000
FUTSTKRECLTD24-FEB-2026,347.1000000,350.6500000,350.6500000,344.0000000,346.7000000,346.7000000,-0.1100000,872.0000000,193200.0000000,138.0000000,66914050.0000000
FUTSTKRECLTD30-DEC-2025,345.7000000,346.6000000,347.1000000,342.2000000,345.6500000,345.6500000,-0.0100000,72541.0000000,6005250.0000000,4710.0000000,2069916600.0000000
FUTSTKRECLTD27-JAN-2026,347.6000000,349.9500000,349.9500000,344.4500000,347.4500000,347.4500000,-0.0400000,5034.0000000,1275400.0000000,911.0000000,442033200.0000000
FUTSTKTATASTEEL24-FEB-2026,168.6400000,170.0000000,174.3900000,170.0000000,174.1500000,174.1500000,3.2600000,469.0000000,1149500.0000000,209.0000000,198476685.0000000
FUTSTKTATASTEEL30-DEC-2025,166.7300000,168.0000000,172.5000000,167.8400000,172.2200000,172.2200000,3.2900000,44018.0000000,66275000.0000000,12050.0000000,11322308910.0000000
FUTSTKTATASTEEL27-JAN-2026,167.7400000,169.4000000,173.5000000,169.0000000,173.2500000,173.2500000,3.2800000,4221.0000000,8778000.0000000,1596.0000000,1508592635.0000000
FUTSTKTITAN30-DEC-2025,3853.4000000,3875.7000000,3902.2000000,3845.8000000,3889.1000000,3889.1000000,0.9200000,49995.0000000,652225.0000000,3727.0000000,2533737237.5000000
FUTSTKTITAN27-JAN-2026,3879.0000000,3878.1000000,3925.4000000,3874.4000000,3913.4000000,3913.4000000,0.8800000,2665.0000000,49350.0000000,282.0000000,192811430.0000000
FUTSTKTITAN24-FEB-2026,3897.4000000,3909.3000000,3945.0000000,3909.3000000,3932.8000000,3932.8000000,0.9000000,569.0000000,9450.0000000,54.0000000,37135980.0000000
FUTSTKUNIONBANK27-JAN-2026,151.3300000,152.0000000,153.6000000,150.6900000,153.1900000,153.1900000,1.2200000,1209.0000000,747825.0000000,169.0000000,113992292.2500000
FUTSTKUNIONBANK30-DEC-2025,150.7400000,150.4600000,153.3900000,149.9800000,152.8900000,152.8900000,1.4200000,16220.0000000,9903150.0000000,2238.0000000,1505102021.2500000
FUTSTKUNIONBANK24-FEB-2026,152.2000000,152.7400000,154.4100000,151.5000000,154.1500000,154.1500000,1.2800000,136.0000000,84075.0000000,19.0000000,12894140.2500000
FUTSTKADANIENSOL27-JAN-2026,1008.4000000,1014.0000000,1026.0000000,1004.8000000,1021.4500000,1021.4500000,1.2900000,211.0000000,144450.0000000,214.0000000,146858670.0000000
FUTSTKADANIENSOL24-FEB-2026,1010.2000000,1017.2500000,1029.1000000,1013.9000000,1026.2000000,1026.2000000,1.5800000,107.0000000,20250.0000000,30.0000000,20722635.0000000
FUTSTKADANIENSOL30-DEC-2025,1002.8000000,1007.0000000,1020.9500000,1001.1000000,1017.0500000,1017.0500000,1.4200000,27283.0000000,2675700.0000000,3964.0000000,2709979065.0000000
FUTSTKADANIPORTS27-JAN-2026,1519.9000000,1528.2000000,1540.0000000,1527.4000000,1535.6000000,1535.6000000,1.0300000,2355.0000000,164825.0000000,347.0000000,252939875.0000000
FUTSTKADANIPORTS30-DEC-2025,1512.5000000,1516.0000000,1531.1000000,1514.8000000,1526.0000000,1526.0000000,0.8900000,47025.0000000,2026825.0000000,4267.0000000,3090896012.5000000
FUTSTKADANIPORTS24-FEB-2026,1528.6000000,1536.2000000,1547.0000000,1536.2000000,1544.5000000,1544.5000000,1.0400000,546.0000000,14250.0000000,30.0000000,21988652.5000000
FUTSTKALKEM24-FEB-2026,5690.0000000,5641.0000000,5657.5000000,5641.0000000,5657.5000000,5694.0000000,0.0700000,7.0000000,250.0000000,2.0000000,1412312.5000000
FUTSTKALKEM27-JAN-2026,5676.0000000,5677.0000000,5689.0000000,5641.0000000,5683.5000000,5683.5000000,0.1300000,107.0000000,7000.0000000,56.0000000,39664250.0000000
FUTSTKALKEM30-DEC-2025,5652.0000000,5630.5000000,5672.5000000,5612.0000000,5653.0000000,5653.0000000,0.0100000,12788.0000000,65375.0000000,523.0000000,368802625.0000000
FUTSTKASIANPAINT30-DEC-2025,2786.4000000,2798.7000000,2798.7000000,2750.0000000,2768.1000000,2768.1000000,-0.6500000,45622.0000000,1655250.0000000,6621.0000000,4582902900.0000000
FUTSTKASIANPAINT27-JAN-2026,2804.0000000,2815.6000000,2815.6000000,2768.0000000,2786.8000000,2786.8000000,-0.6100000,1430.0000000,118000.0000000,472.0000000,328662000.0000000
FUTSTKASIANPAINT24-FEB-2026,2823.7000000,2822.0000000,2829.0000000,2785.0000000,2803.0000000,2803.0000000,-0.7300000,250.0000000,13000.0000000,52.0000000,36392850.0000000
FUTSTKBAJFINANCE27-JAN-2026,1017.0000000,1020.1000000,1030.2000000,1020.1000000,1027.1000000,1027.1000000,0.9900000,6226.0000000,667500.0000000,890.0000000,685820250.0000000
FUTSTKBAJFINANCE24-FEB-2026,1022.8000000,1027.6000000,1035.0000000,1027.6000000,1032.2000000,1032.2000000,0.9100000,776.0000000,41250.0000000,55.0000000,42599550.0000000
FUTSTKBAJFINANCE30-DEC-2025,1010.9000000,1014.0000000,1024.7000000,1010.9000000,1021.1000000,1021.1000000,1.0000000,109872.0000000,3921000.0000000,5228.0000000,4003477800.0000000
FUTIDXBANKNIFTY30-DEC-2025,59496.2000000,59610.0000000,59800.0000000,59455.6000000,59657.8000000,59657.8000000,0.2700000,49031.0000000,735665.0000000,21019.0000000,43880394264.0000000
FUTIDXBANKNIFTY24-FEB-2026,60174.8000000,60349.6000000,60450.0000000,60170.0000000,60329.2000000,60329.2000000,0.2500000,1410.0000000,10410.0000000,347.0000000,628085514.0000000
FUTIDXBANKNIFTY27-JAN-2026,59821.6000000,59998.8000000,60120.0000000,59808.0000000,59961.4000000,59961.4000000,0.2300000,6085.0000000,72960.0000000,2432.0000000,4376125980.0000000
FUTSTKCHOLAFIN30-DEC-2025,1728.6000000,1729.6000000,1749.4000000,1712.9000000,1744.1000000,1744.1000000,0.8900000,21332.0000000,2507500.0000000,4012.0000000,4337342812.5000000
FUTSTKCHOLAFIN27-JAN-2026,1728.8000000,1728.9000000,1750.0000000,1715.2000000,1746.3000000,1746.3000000,1.0100000,857.0000000,105625.0000000,169.0000000,183005562.5000000
FUTSTKCHOLAFIN24-FEB-2026,1727.9000000,1729.0000000,1740.0000000,1713.6000000,1740.0000000,1740.0000000,0.7000000,47.0000000,12500.0000000,20.0000000,21620812.5000000
FUTSTKDELHIVERY24-FEB-2026,415.7000000,0.0000000,0.0000000,0.0000000,,416.9000000,0.2800000,43.0000000,0.0000000,0.0000000,0.0000000
FUTSTKDELHIVERY30-DEC-2025,411.7000000,413.3000000,414.9500000,410.5500000,414.2000000,414.2000000,0.6000000,7083.0000000,1857125.0000000,895.0000000,766969903.7500000
FUTSTKDELHIVERY27-JAN-2026,413.8500000,414.6500000,417.2500000,413.5000000,416.5000000,416.5000000,0.6400000,307.0000000,134875.0000000,65.0000000,56009748.7500000
FUTSTKGLENMARK24-FEB-2026,1988.4000000,1999.5000000,2009.4000000,1993.0000000,2007.1000000,2007.1000000,0.9400000,47.0000000,7875.0000000,21.0000000,15794662.5000000
FUTSTKGLENMARK27-JAN-2026,1977.0000000,1981.2000000,1998.0000000,1969.8000000,1994.0000000,1994.0000000,0.8500000,457.0000000,54000.0000000,144.0000000,107504925.0000000
FUTSTKGLENMARK30-DEC-2025,1964.3000000,1977.0000000,1986.0000000,1958.5000000,1983.2000000,1983.2000000,0.9600000,37537.0000000,1108500.0000000,2956.0000000,2190694200.0000000
FUTSTKHCLTECH24-FEB-2026,1685.1000000,1686.3000000,1686.3000000,1673.2000000,1684.2000000,1684.2000000,-0.0500000,212.0000000,5600.0000000,16.0000000,9413460.0000000
FUTSTKHCLTECH27-JAN-2026,1673.6000000,1674.1000000,1675.5000000,1660.9000000,1673.1000000,1673.1000000,-0.0200000,2110.0000000,76300.0000000,218.0000000,127363320.0000000
FUTSTKHCLTECH30-DEC-2025,1675.4000000,1680.1000000,1680.1000000,1662.3000000,1675.0000000,1675.0000000,-0.0200000,46479.0000000,1257550.0000000,3593.0000000,2101804110.0000000
FUTSTKHDFCLIFE27-JAN-2026,780.9500000,783.7000000,787.0000000,778.6000000,785.2000000,785.2000000,0.5400000,1487.0000000,314600.0000000,286.0000000,246399010.0000000
FUTSTKHDFCLIFE30-DEC-2025,776.1000000,779.7500000,782.7000000,773.4500000,780.0000000,780.0000000,0.5000000,26467.0000000,2795100.0000000,2541.0000000,2173617435.0000000
FUTSTKHDFCLIFE24-FEB-2026,786.0000000,789.0000000,789.0000000,783.0000000,783.0000000,786.2000000,0.0200000,122.0000000,11000.0000000,10.0000000,8654580.0000000
FUTSTKICICIGI27-JAN-2026,1957.4000000,1957.4000000,1968.5000000,1947.6000000,1958.4000000,1958.4000000,0.0500000,181.0000000,15600.0000000,48.0000000,30525592.5000000
FUTSTKICICIGI24-FEB-2026,1961.7000000,1969.0000000,1969.0000000,1969.0000000,1969.0000000,1959.6000000,-0.1000000,15.0000000,325.0000000,1.0000000,639925.0000000
FUTSTKICICIGI30-DEC-2025,1944.2000000,1940.2000000,1956.8000000,1932.5000000,1946.6000000,1946.6000000,0.1200000,18006.0000000,398450.0000000,1226.0000000,773982170.0000000
FUTSTKINDIGO30-DEC-2025,4844.5000000,4869.0000000,4919.5000000,4832.0000000,4884.0000000,4884.0000000,0.8100000,75711.0000000,2301150.0000000,15341.0000000,11236797900.0000000
FUTSTKINDIGO27-JAN-2026,4870.0000000,4874.5000000,4945.5000000,4865.0000000,4911.0000000,4911.0000000,0.8400000,5629.0000000,399900.0000000,2666.0000000,1963908225.0000000
FUTSTKINDIGO24-FEB-2026,4898.5000000,4923.0000000,4972.0000000,4898.5000000,4938.5000000,4938.5000000,0.8100000,1252.0000000,42150.0000000,281.0000000,208072875.0000000
FUTSTKITC24-FEB-2026,404.2500000,404.3500000,404.5500000,401.5000000,402.2000000,402.2000000,-0.5000000,1288.0000000,369600.0000000,231.0000000,148752880.0000000
FUTSTKITC27-JAN-2026,406.9000000,407.1500000,407.1500000,403.7000000,404.4000000,404.4000000,-0.6100000,6419.0000000,1465600.0000000,916.0000000,592873680.0000000
FUTSTKITC30-DEC-2025,404.3000000,405.8000000,405.8000000,401.1500000,401.9500000,401.9500000,-0.5800000,99815.0000000,8097600.0000000,5061.0000000,3255663040.0000000
FUTSTKKPITTECH30-DEC-2025,1237.7000000,1240.1000000,1246.1000000,1224.3000000,1243.7000000,1243.7000000,0.4800000,8165.0000000,413200.0000000,1033.0000000,511418160.0000000
FUTSTKKPITTECH27-JAN-2026,1240.1000000,1238.5000000,1248.8000000,1230.0000000,1246.5000000,1246.5000000,0.5100000,427.0000000,17850.0000000,42.0000000,22145772.5000000
FUTSTKKPITTECH24-FEB-2026,1246.5000000,1241.0000000,1246.0000000,1236.3000000,1246.0000000,1251.8000000,0.4200000,67.0000000,2975.0000000,7.0000000,3691507.5000000
FUTIDXMIDCPNIFTY24-FEB-2026,13922.0000000,13995.0000000,14125.0000000,13980.0000000,14109.5000000,14109.5000000,1.3400000,105.0000000,7200.0000000,60.0000000,101299950.0000000
FUTIDXMIDCPNIFTY30-DEC-2025,13765.0500000,13810.0000000,13986.8000000,13800.0000000,13974.8000000,13974.8000000,1.5200000,17760.0000000,1677060.0000000,11979.0000000,23306242603.0000000
FUTIDXMIDCPNIFTY27-JAN-2026,13850.0000000,13899.0000000,14060.0000000,13897.0000000,14048.0500000,14048.0500000,1.4200000,743.0000000,54600.0000000,455.0000000,763756338.0000000
FUTSTKMPHASIS24-FEB-2026,2932.0000000,2942.2000000,2942.2000000,2942.2000000,2942.2000000,2945.4000000,0.4500000,25.0000000,275.0000000,1.0000000,809105.0000000
FUTSTKMPHASIS27-JAN-2026,2923.5000000,2916.0000000,2952.0000000,2914.5000000,2933.6000000,2933.6000000,0.3400000,223.0000000,11825.0000000,43.0000000,34658552.5000000
FUTSTKMPHASIS30-DEC-2025,2906.1000000,2905.1000000,2937.8000000,2894.1000000,2916.5000000,2916.5000000,0.3500000,22408.0000000,443850.0000000,1614.0000000,1293861140.0000000
FUTSTKTATAPOWER27-JAN-2026,384.0500000,385.0000000,386.9000000,383.7500000,385.9500000,385.9500000,0.4900000,2299.0000000,1096200.0000000,756.0000000,422780052.5000000
FUTSTKTATAPOWER30-DEC-2025,381.9000000,384.9000000,384.9000000,381.4500000,383.8000000,383.8000000,0.4900000,36186.0000000,4757450.0000000,3281.0000000,1824566610.0000000
FUTSTKTATAPOWER24-FEB-2026,386.0500000,389.0000000,389.0000000,386.2000000,388.0500000,388.0500000,0.5100000,383.0000000,113100.0000000,78.0000000,43874462.5000000
FUTSTKVOLTAS24-FEB-2026,1368.8000000,1331.9000000,1334.8000000,1322.0000000,1333.8000000,1333.8000000,-2.5500000,147.0000000,10500.0000000,28.0000000,13959000.0000000
FUTSTKVOLTAS27-JAN-2026,1328.9000000,1340.0000000,1343.0000000,1328.5000000,1341.0000000,1341.0000000,0.9100000,3099.0000000,298500.0000000,796.0000000,398638687.5000000
FUTSTKVOLTAS30-DEC-2025,1340.3000000,1348.3000000,1357.6000000,1339.8000000,1355.5000000,1355.5000000,1.1300000,28136.0000000,759375.0000000,2025.0000000,1024890937.5000000
FUTSTKAUBANK24-FEB-2026,986.1500000,979.5000000,987.1000000,975.9500000,980.2500000,980.2500000,-0.5900000,163.0000000,64000.0000000,64.0000000,62713250.0000000
FUTSTKAUBANK27-JAN-2026,981.9000000,983.0000000,984.8000000,973.0000000,977.5500000,977.5500000,-0.4400000,1589.0000000,345000.0000000,345.0000000,337310700.0000000
FUTSTKAUBANK30-DEC-2025,977.3500000,979.5000000,982.2500000,968.0000000,971.8500000,971.8500000,-0.5600000,17506.0000000,4564000.0000000,4564.0000000,4435693300.0000000
FUTSTKBIOCON30-DEC-2025,383.7000000,385.1000000,390.4500000,383.9000000,388.3000000,388.3000000,1.1900000,18106.0000000,5630000.0000000,2252.0000000,2185248750.0000000
FUTSTKBIOCON27-JAN-2026,385.5000000,386.5000000,392.5000000,386.5000000,390.3500000,390.3500000,1.2500000,699.0000000,390000.0000000,156.0000000,152155875.0000000
FUTSTKBIOCON24-FEB-2026,388.1500000,391.8000000,394.5500000,389.8000000,392.5000000,390.7000000,0.6500000,96.0000000,47500.0000000,19.0000000,18665375.0000000
FUTSTKBLUESTARCO27-JAN-2026,1754.6000000,1761.6000000,1813.6000000,1761.6000000,1807.8000000,1807.8000000,3.0300000,409.0000000,29575.0000000,91.0000000,52932522.5000000
FUTSTKBLUESTARCO24-FEB-2026,1766.0000000,0.0000000,0.0000000,0.0000000,,1816.8000000,2.8700000,6.0000000,0.0000000,0.0000000,0.0000000
FUTSTKBLUESTARCO30-DEC-2025,1753.1000000,1760.0000000,1810.9000000,1754.1000000,1803.5000000,1803.5000000,2.8700000,6699.0000000,441025.0000000,1357.0000000,787158352.5000000
FUTSTKDIXON24-FEB-2026,13173.0000000,13304.0000000,13598.0000000,13223.0000000,13564.0000000,13564.0000000,2.9600000,855.0000000,17150.0000000,343.0000000,230270150.0000000
FUTSTKDIXON27-JAN-2026,13097.0000000,13162.0000000,13525.0000000,13122.0000000,13491.0000000,13491.0000000,3.0000000,4236.0000000,113450.0000000,2269.0000000,1516292300.0000000
FUTSTKDIXON30-DEC-2025,13017.0000000,13118.0000000,13458.0000000,13027.0000000,13417.0000000,13417.0000000,3.0700000,39261.0000000,753000.0000000,15060.0000000,10006955650.0000000
FUTSTKDLF24-FEB-2026,704.6500000,710.0000000,715.6500000,703.7000000,709.4500000,709.4500000,0.6800000,545.0000000,72600.0000000,88.0000000,51404718.7500000
FUTSTKDLF30-DEC-2025,697.0000000,695.6000000,708.7000000,694.4500000,702.2000000,702.2000000,0.7400000,57682.0000000,5188425.0000000,6289.0000000,3634933623.7500000
FUTSTKDLF27-JAN-2026,701.0500000,703.3500000,712.0000000,698.3500000,706.4500000,706.4500000,0.7700000,2159.0000000,551925.0000000,669.0000000,388600245.0000000
FUTSTKETERNAL24-FEB-2026,295.5000000,294.0000000,302.5000000,293.8500000,301.9000000,301.9000000,2.1600000,610.0000000,317675.0000000,131.0000000,94922623.7500000
FUTSTKETERNAL27-JAN-2026,294.0000000,293.0500000,301.4500000,292.1500000,300.4000000,300.4000000,2.1700000,4243.0000000,2274650.0000000,938.0000000,678013510.0000000
FUTSTKETERNAL30-DEC-2025,292.2500000,291.1500000,299.7000000,290.1500000,298.6500000,298.6500000,2.1800000,123809.0000000,24356700.0000000,10044.0000000,7221561730.0000000
FUTIDXFINNIFTY24-FEB-2026,27875.1000000,0.0000000,0.0000000,0.0000000,,27982.9000000,0.3800000,0.0000000,0.0000000,0.0000000,0.0000000
FUTIDXFINNIFTY30-DEC-2025,27695.5000000,27705.8000000,27846.2000000,27705.8000000,27806.2000000,27806.2000000,0.3900000,522.0000000,11570.0000000,178.0000000,321650465.5000000
FUTIDXFINNIFTY27-JAN-2026,27850.0000000,27989.2000000,27989.2000000,27988.0000000,27988.5000000,27988.5000000,0.4900000,21.0000000,240.0000000,4.0000000,6717324.0000000
FUTSTKIRFC24-FEB-2026,115.2800000,115.0000000,115.8000000,114.2600000,115.6400000,115.6400000,0.3100000,155.0000000,89250.0000000,21.0000000,10261157.5000000
FUTSTKIRFC30-DEC-2025,113.8800000,114.2800000,114.6600000,112.8300000,114.3400000,114.3400000,0.4000000,9505.0000000,3816500.0000000,898.0000000,434157007.5000000
